State,City,Date Local,NO2 Units,NO2 Mean,O3 Units,O3 Mean,SO2 Units,SO2 Mean,CO Units,CO Mean
Alabama,Birmingham,2015-09-12,Parts per billion,2.825,Parts per million,0.026875,Parts per billion,0.118182,Parts per million,0.124091
Alabama,Birmingham,2015-09-13,Parts per billion,5.129167,Parts per million,0.021417,Parts per billion,0.222727,Parts per million,0.168182
Alabama,Birmingham,2015-09-14,Parts per billion,14.464706,Parts per million,0.021167,Parts per billion,2.44,Parts per million,0.3115
Alabama,Birmingham,2015-09-15,Parts per billion,14.166667000000002,Parts per million,0.025583,Parts per billion,1.409524,Parts per million,0.232381
Alabama,Birmingham,2015-09-16,Parts per billion,9.825,Parts per million,0.032167,Parts per billion,0.79,Parts per million,0.199091
Alabama,Birmingham,2015-09-17,Parts per billion,10.75,Parts per million,0.020458,Parts per billion,1.645455,Parts per million,0.230909
Alabama,Birmingham,2015-09-18,Parts per billion,13.2875,Parts per million,0.023917,Parts per billion,1.877273,Parts per million,0.30090900000000004
Alabama,Birmingham,2015-09-19,Parts per billion,14.516667000000002,Parts per million,0.026375,Parts per billion,1.85,Parts per million,0.340455
Alabama,Birmingham,2015-09-20,Parts per billion,9.0,Parts per million,0.026875,Parts per billion,1.827273,Parts per million,0.242273
Alabama,Birmingham,2015-09-21,Parts per billion,9.222727,Parts per million,0.012916999999999998,Parts per billion,0.96,Parts per million,0.21600000000000005
Alabama,Birmingham,2015-09-22,Parts per billion,8.779167,Parts per million,0.024583,Parts per billion,1.522727,Parts per million,0.221579
Alabama,Birmingham,2015-09-23,Parts per billion,10.929167,Parts per million,0.02325,Parts per billion,0.872727,Parts per million,0.251818
Alabama,Birmingham,2015-09-24,Parts per billion,12.51,Parts per million,0.032708,Parts per billion,1.472727,Parts per million,0.209091
Alabama,Birmingham,2015-09-25,Parts per billion,7.995833,Parts per million,0.029042,Parts per billion,1.436364,Parts per million,0.172273
Alabama,Birmingham,2015-09-26,Parts per billion,4.429167,Parts per million,0.018708,Parts per billion,0.627273,Parts per million,0.15
Alabama,Birmingham,2015-09-27,Parts per billion,4.745833,Parts per million,0.01425,Parts per billion,0.118182,Parts per million,0.135455
Alabama,Birmingham,2015-09-28,Parts per billion,6.191667,Parts per million,0.008333,Parts per billion,0.12,Parts per million,0.146
Alabama,Birmingham,2015-09-29,Parts per billion,6.029167,Parts per million,0.017417,Parts per billion,0.236364,Parts per million,0.13863599999999998
Alabama,Birmingham,2015-09-30,Parts per billion,3.633333,Parts per million,0.018792,Parts per billion,0.025,Parts per million,0.13
Alabama,Birmingham,2015-10-01,Parts per billion,3.795833,Parts per million,0.01025,Parts per billion,0.0,Parts per million,0.13181800000000002
Alabama,Birmingham,2015-10-02,Parts per billion,3.2583330000000004,Parts per million,0.009208,Parts per billion,0.004545,Parts per million,0.117727
Alabama,Birmingham,2015-10-03,Parts per billion,2.816667,Parts per million,0.006458,Parts per billion,0.0,Parts per million,0.121364
Alabama,Birmingham,2015-10-04,Parts per billion,2.154167,Parts per million,0.008833,Parts per billion,0.009091,Parts per million,0.122727
Alabama,Birmingham,2015-10-05,Parts per billion,8.172727,Parts per million,0.01,Parts per billion,1.355,Parts per million,0.287
Alabama,Birmingham,2015-10-06,Parts per billion,12.3,Parts per million,0.013917,Parts per billion,0.459091,Parts per million,0.392105
Alabama,Birmingham,2015-10-07,Parts per billion,13.478947,Parts per million,0.021708,Parts per billion,1.940909,Parts per million,0.35590900000000003
Alabama,Birmingham,2015-10-08,Parts per billion,13.179167,Parts per million,0.031958,Parts per billion,0.422727,Parts per million,0.269091
Alabama,Birmingham,2015-10-09,Parts per billion,13.929167,Parts per million,0.027417,Parts per billion,0.636364,Parts per million,0.239091
Alabama,Birmingham,2015-10-10,Parts per billion,4.054167,Parts per million,0.018458,Parts per billion,0.009091,Parts per million,0.160909
Alabama,Birmingham,2015-10-11,Parts per billion,7.908333,Parts per million,0.01675,Parts per billion,1.5363639999999998,Parts per million,0.237727
Alabama,Birmingham,2015-10-12,Parts per billion,8.454167,Parts per million,0.032167,Parts per billion,0.9,Parts per million,0.272
Alabama,Birmingham,2015-10-13,Parts per billion,14.025,Parts per million,0.022625,Parts per billion,0.5,Parts per million,0.202273
Alabama,Birmingham,2015-10-14,Parts per billion,16.066667000000002,Parts per million,0.018042,Parts per billion,0.840909,Parts per million,0.347727
Alabama,Birmingham,2015-10-15,Parts per billion,20.604167,Parts per million,0.025708,Parts per billion,3.840909,Parts per million,0.448636
Alabama,Birmingham,2015-10-16,Parts per billion,9.183333,Parts per million,0.034458,Parts per billion,0.47,Parts per million,0.178636
Alabama,Birmingham,2015-10-17,Parts per billion,4.425,Parts per million,0.032542,Parts per billion,0.363636,Parts per million,0.128636
Alabama,Birmingham,2015-10-18,Parts per billion,6.504167,Parts per million,0.025917000000000003,Parts per billion,1.3,Parts per million,0.194091
Alabama,Birmingham,2015-10-19,Parts per billion,15.827273000000002,Parts per million,0.022125,Parts per billion,1.36,Parts per million,0.28300000000000003
Alabama,Birmingham,2015-10-20,Parts per billion,15.566667,Parts per million,0.021375,Parts per billion,0.5772729999999999,Parts per million,0.27684200000000003
Alabama,Birmingham,2015-10-21,Parts per billion,16.2375,Parts per million,0.021542,Parts per billion,1.527273,Parts per million,0.323182
Alabama,Birmingham,2015-10-22,Parts per billion,16.258333,Parts per million,0.018917,Parts per billion,1.336364,Parts per million,0.338636
Alabama,Birmingham,2015-10-23,Parts per billion,13.92,Parts per million,0.021583,Parts per billion,0.5727270000000001,Parts per million,0.278636
Alabama,Birmingham,2015-10-24,Parts per billion,6.370833,Parts per million,0.025875,Parts per billion,0.25,Parts per million,0.158182
Alabama,Birmingham,2015-10-25,Parts per billion,7.308333,Parts per million,0.020417,Parts per billion,0.490909,Parts per million,0.17590899999999998
Alabama,Birmingham,2015-10-26,Parts per billion,5.470833,Parts per million,0.019625,Parts per billion,0.01,Parts per million,0.1495
Alabama,Birmingham,2015-10-27,Parts per billion,4.6875,Parts per million,0.014083000000000004,Parts per billion,0.155,Parts per million,0.13
Alabama,Birmingham,2015-10-28,Parts per billion,9.425,Parts per million,0.011583,Parts per billion,0.145455,Parts per million,0.381364
Alabama,Birmingham,2015-10-29,Parts per billion,11.3625,Parts per million,0.014083000000000004,Parts per billion,0.168182,Parts per million,0.381818
Alabama,Birmingham,2015-10-30,Parts per billion,14.466667,Parts per million,0.016833,Parts per billion,2.081818,Parts per million,0.425
Alabama,Birmingham,2015-10-31,Parts per billion,8.2125,Parts per million,0.022417,Parts per billion,0.390909,Parts per million,0.218636
Alabama,Birmingham,2015-11-01,Parts per billion,7.4,Parts per million,0.01125,Parts per billion,0.004545,Parts per million,0.25
Alabama,Birmingham,2015-11-02,Parts per billion,6.5045449999999985,Parts per million,0.013708,Parts per billion,0.18,Parts per million,0.2505
Alabama,Birmingham,2015-11-03,Parts per billion,6.55,Parts per million,0.010417,Parts per billion,0.436364,Parts per million,0.269444
Alabama,Birmingham,2015-11-04,Parts per billion,6.8375,Parts per million,0.015,Parts per billion,0.186364,Parts per million,0.214545
Alabama,Birmingham,2015-11-05,Parts per billion,5.615789,Parts per million,0.012042,Parts per billion,0.063636,Parts per million,0.229091
Alabama,Birmingham,2015-11-06,Parts per billion,8.804762,Parts per million,0.01125,Parts per billion,0.168182,Parts per million,0.199545
Alabama,Birmingham,2015-11-07,Parts per billion,2.916667,Parts per million,0.019833,Parts per billion,0.004545,Parts per million,0.113636
Alabama,Birmingham,2015-11-08,Parts per billion,2.983333,Parts per million,0.022125,Parts per billion,0.413636,Parts per million,0.124545
Alabama,Birmingham,2015-11-09,Parts per billion,4.245833,Parts per million,0.018708,Parts per billion,0.22,Parts per million,0.14400000000000002
Alabama,Birmingham,2015-11-10,Parts per billion,8.370833,Parts per million,0.014333000000000004,Parts per billion,0.13,Parts per million,0.33
Alabama,Birmingham,2015-11-11,Parts per billion,10.204167,Parts per million,0.015792,Parts per billion,0.795455,Parts per million,0.345
Alabama,Birmingham,2015-11-12,Parts per billion,7.341667,Parts per million,0.023625,Parts per billion,0.186364,Parts per million,0.127727
Alabama,Birmingham,2015-11-13,Parts per billion,11.5875,Parts per million,0.016916999999999998,Parts per billion,0.104545,Parts per million,0.261818
Alabama,Birmingham,2015-11-14,Parts per billion,13.8625,Parts per million,0.015583,Parts per billion,1.409091,Parts per million,0.331818
Alabama,Birmingham,2015-11-15,Parts per billion,15.704167000000002,Parts per million,0.0145,Parts per billion,1.2136360000000002,Parts per million,0.342273
Alabama,Birmingham,2015-11-16,Parts per billion,11.654545,Parts per million,0.027125,Parts per billion,0.54,Parts per million,0.2475
Alabama,Birmingham,2015-11-17,Parts per billion,5.675,Parts per million,0.029917000000000006,Parts per billion,0.586364,Parts per million,0.1875
Alabama,Birmingham,2015-11-18,Parts per billion,10.7,Parts per million,0.016791999999999998,Parts per billion,0.233333,Parts per million,0.314545
Alabama,Birmingham,2015-11-19,Parts per billion,14.725,Parts per million,0.010583,Parts per billion,1.6,Parts per million,0.439091
Alabama,Birmingham,2015-11-20,Parts per billion,12.695,Parts per million,0.020208,Parts per billion,2.6227270000000003,Parts per million,0.245
Alabama,Birmingham,2015-11-21,Parts per billion,6.7083330000000005,Parts per million,0.028542,Parts per billion,0.540909,Parts per million,0.126818
Alabama,Birmingham,2015-11-22,Parts per billion,3.216667,Parts per million,0.026875,Parts per billion,0.30454499999999995,Parts per million,0.100909
Alabama,Birmingham,2015-11-23,Parts per billion,19.225,Parts per million,0.012125,Parts per billion,2.08,Parts per million,0.3705
Alabama,Birmingham,2015-11-24,Parts per billion,20.508333,Parts per million,0.014708,Parts per billion,4.6272730000000015,Parts per million,0.361818
Alabama,Birmingham,2015-11-25,Parts per billion,9.361905,Parts per million,0.032167,Parts per billion,1.004545,Parts per million,0.144545
Alabama,Birmingham,2015-11-26,Parts per billion,5.470833,Parts per million,0.031,Parts per billion,0.331818,Parts per million,0.14590899999999998
Alabama,Birmingham,2015-11-27,Parts per billion,8.945833,Parts per million,0.023167,Parts per billion,0.213636,Parts per million,0.214091
Alabama,Birmingham,2015-11-28,Parts per billion,9.358333,Parts per million,0.024375,Parts per billion,0.363636,Parts per million,0.203182
Alabama,Birmingham,2015-11-29,Parts per billion,4.858333,Parts per million,0.024917,Parts per billion,0.345455,Parts per million,0.134545
Alabama,Birmingham,2015-11-30,Parts per billion,10.368182,Parts per million,0.01875,Parts per billion,0.575,Parts per million,0.1985
Alabama,Birmingham,2015-12-01,Parts per billion,7.766667,Parts per million,0.010042,Parts per billion,0.090909,Parts per million,0.183158
Alabama,Birmingham,2015-12-02,Parts per billion,7.480952,Parts per million,0.012667,Parts per billion,0.040909,Parts per million,0.164091
Alabama,Birmingham,2015-12-03,Parts per billion,6.691667,Parts per million,0.017166999999999998,Parts per billion,0.159091,Parts per million,0.155909
Alabama,Birmingham,2015-12-04,Parts per billion,12.029167,Parts per million,0.013208,Parts per billion,2.368182,Parts per million,0.29090900000000003
Alabama,Birmingham,2015-12-05,Parts per billion,15.420832999999998,Parts per million,0.016041999999999997,Parts per billion,1.509091,Parts per million,0.320909
Alabama,Birmingham,2015-12-06,Parts per billion,16.358333,Parts per million,0.013833000000000002,Parts per billion,0.995455,Parts per million,0.297273
Alabama,Birmingham,2015-12-07,Parts per billion,16.95,Parts per million,0.009167,Parts per billion,1.225,Parts per million,0.4025
Alabama,Birmingham,2015-12-08,Parts per billion,18.883333,Parts per million,0.017166999999999998,Parts per billion,1.2,Parts per million,0.373636
Alabama,Birmingham,2015-12-09,Parts per billion,13.966667,Parts per million,0.019417,Parts per billion,1.09,Parts per million,0.225
Alabama,Birmingham,2015-12-10,Parts per billion,13.391667000000002,Parts per million,0.020875,Parts per billion,0.663636,Parts per million,0.325909
Alabama,Birmingham,2015-12-11,Parts per billion,7.204167,Parts per million,0.025042,Parts per billion,0.145455,Parts per million,0.157273
Alabama,Birmingham,2015-12-12,Parts per billion,8.666667,Parts per million,0.026542000000000003,Parts per billion,0.554545,Parts per million,0.180455
Alabama,Birmingham,2015-12-13,Parts per billion,5.366667,Parts per million,0.031292,Parts per billion,0.75,Parts per million,0.111364
Alabama,Birmingham,2015-12-14,Parts per billion,11.463636,Parts per million,0.022,Parts per billion,0.305,Parts per million,0.2125
Alabama,Birmingham,2015-12-15,Parts per billion,18.104167,Parts per million,0.010625,Parts per billion,2.054545,Parts per million,0.4615
Alabama,Birmingham,2015-12-16,Parts per billion,10.714286,Parts per million,0.021042,Parts per billion,1.190909,Parts per million,0.290455
Alabama,Birmingham,2015-12-17,Parts per billion,6.845833,Parts per million,0.013625,Parts per billion,0.05,Parts per million,0.238182
Alabama,Birmingham,2015-12-18,Parts per billion,9.679167,Parts per million,0.011917,Parts per billion,0.4454550000000001,Parts per million,0.180455
Alabama,Birmingham,2015-12-19,Parts per billion,16.0,Parts per million,0.010083,Parts per billion,0.695455,Parts per million,0.388182
Alabama,Birmingham,2015-12-20,Parts per billion,12.120833,Parts per million,0.020667,Parts per billion,1.3454549999999998,Parts per million,0.269545
Alabama,Birmingham,2015-12-21,Parts per billion,9.091667,Parts per million,0.019083000000000003,Parts per billion,0.735,Parts per million,0.163
Alabama,Birmingham,2015-12-22,Parts per billion,8.704167,Parts per million,0.01575,Parts per billion,0.13333299999999998,Parts per million,0.171818
Alabama,Birmingham,2015-12-23,Parts per billion,3.958333,Parts per million,0.021042,Parts per billion,0.07727300000000001,Parts per million,0.114091
Alabama,Birmingham,2015-12-24,Parts per billion,5.4875,Parts per million,0.015458,Parts per billion,0.172727,Parts per million,0.164545
Alabama,Birmingham,2015-12-25,Parts per billion,1.9375,Parts per million,0.02375,Parts per billion,0.022727,Parts per million,0.098636
Alabama,Birmingham,2015-12-26,Parts per billion,3.658333,Parts per million,0.019875,Parts per billion,0.004545,Parts per million,0.130455
Alabama,Birmingham,2015-12-27,Parts per billion,3.829167,Parts per million,0.021333,Parts per billion,0.040909,Parts per million,0.109545
Alabama,Birmingham,2015-12-28,Parts per billion,3.3391300000000004,Parts per million,0.02625,Parts per billion,0.025,Parts per million,0.1205
Alabama,Birmingham,2015-12-29,Parts per billion,12.0,Parts per million,0.009417,Parts per billion,0.377273,Parts per million,0.32263200000000003
Alabama,Birmingham,2015-12-30,Parts per billion,11.404762,Parts per million,0.008125,Parts per billion,0.7318180000000001,Parts per million,0.221818
Alabama,Birmingham,2015-12-31,Parts per billion,3.016667,Parts per million,0.018368,Parts per billion,0.109091,Parts per million,0.118182
Alaska,Fairbanks,2015-01-06,Parts per billion,35.513636,Parts per million,0.001588,Parts per billion,18.895833,Parts per million,1.4475
Alaska,Fairbanks,2015-01-07,Parts per billion,49.795833,Parts per million,0.001625,Parts per billion,31.525,Parts per million,1.497083
Alaska,Fairbanks,2015-01-08,Parts per billion,38.779167,Parts per million,0.003958,Parts per billion,16.465217000000006,Parts per million,1.024348
Alaska,Fairbanks,2015-01-09,Parts per billion,29.945455,Parts per million,0.005792,Parts per billion,13.1,Parts per million,1.019583
Alaska,Fairbanks,2015-01-10,Parts per billion,25.2625,Parts per million,0.008625,Parts per billion,10.558333,Parts per million,0.552917
Alaska,Fairbanks,2015-01-11,Parts per billion,26.695833,Parts per million,0.0035,Parts per billion,13.965217,Parts per million,0.8030430000000001
Alaska,Fairbanks,2015-01-12,Parts per billion,22.172727,Parts per million,0.0040420000000000005,Parts per billion,9.929167,Parts per million,0.670833
Alaska,Fairbanks,2015-01-13,Parts per billion,26.131818,Parts per million,0.003583,Parts per billion,10.666667,Parts per million,0.7156520000000001
Alaska,Fairbanks,2015-01-14,Parts per billion,28.977778000000004,Parts per million,0.003778,Parts per billion,10.277273,Parts per million,0.498696
Alaska,Fairbanks,2015-01-15,Parts per billion,32.0,Parts per million,0.0035,Parts per billion,11.4375,Parts per million,0.772083
Alaska,Fairbanks,2015-01-16,Parts per billion,19.241667,Parts per million,0.007083,Parts per billion,7.733333,Parts per million,0.555417
Alaska,Fairbanks,2015-01-17,Parts per billion,30.795833,Parts per million,0.003583,Parts per billion,15.186957,Parts per million,0.5
Alaska,Fairbanks,2015-02-05,Parts per billion,42.004348,Parts per million,0.003667,Parts per billion,22.534783,Parts per million,1.73125
Alaska,Fairbanks,2015-02-06,Parts per billion,35.322727,Parts per million,0.003625,Parts per billion,19.108333,Parts per million,1.101667
Alaska,Fairbanks,2015-02-07,Parts per billion,37.770833,Parts per million,0.002833,Parts per billion,26.0125,Parts per million,1.244167
Alaska,Fairbanks,2015-02-08,Parts per billion,29.408333,Parts per million,0.007667,Parts per billion,18.530435,Parts per million,0.67087
Alaska,Fairbanks,2015-02-09,Parts per billion,33.781818,Parts per million,0.005582999999999999,Parts per billion,15.091667,Parts per million,0.89875
Alaska,Fairbanks,2015-02-10,Parts per billion,29.391667,Parts per million,0.0065,Parts per billion,10.954167,Parts per million,0.626667
Alaska,Fairbanks,2015-02-11,Parts per billion,25.847826,Parts per million,0.012292,Parts per billion,10.045455,Parts per million,0.580952
Alaska,Fairbanks,2015-02-12,Parts per billion,28.542857,Parts per million,0.006412,Parts per billion,8.133333,Parts per million,0.61625
Alaska,Fairbanks,2015-02-13,Parts per billion,28.0375,Parts per million,0.006833,Parts per billion,12.829167,Parts per million,0.839167
Alaska,Fairbanks,2015-02-14,Parts per billion,28.825,Parts per million,0.006375,Parts per billion,16.891304,Parts per million,0.971739
Alaska,Fairbanks,2015-02-15,Parts per billion,26.927273,Parts per million,0.00725,Parts per billion,19.091667,Parts per million,0.89
Alaska,Fairbanks,2015-02-16,Parts per billion,34.458333,Parts per million,0.006167,Parts per billion,17.604167,Parts per million,0.945833
Alaska,Fairbanks,2015-02-17,Parts per billion,31.320833,Parts per million,0.003125,Parts per billion,14.639129999999998,Parts per million,0.905
Alaska,Fairbanks,2015-02-18,Parts per billion,27.990909,Parts per million,0.005958,Parts per billion,12.6375,Parts per million,0.941667
Alaska,Fairbanks,2015-02-19,Parts per billion,31.152174,Parts per million,0.004667,Parts per billion,16.695833,Parts per million,1.082083
Alaska,Fairbanks,2015-02-20,Parts per billion,38.454167,Parts per million,0.005458,Parts per billion,16.56087,Parts per million,1.36913
Alaska,Fairbanks,2015-02-21,Parts per billion,34.154545,Parts per million,0.002708,Parts per billion,17.783333,Parts per million,1.11875
Alaska,Fairbanks,2015-02-22,Parts per billion,16.6,Parts per million,0.0015,Parts per billion,9.745833,Parts per million,0.635417
Alaska,Fairbanks,2015-02-23,Parts per billion,10.5875,Parts per million,0.009042,Parts per billion,8.052174,Parts per million,0.44
Alaska,Fairbanks,2015-02-24,Parts per billion,12.131818,Parts per million,0.012167,Parts per billion,6.1875,Parts per million,0.281667
Alaska,Fairbanks,2015-02-25,Parts per billion,16.1125,Parts per million,0.006792,Parts per billion,7.395833,Parts per million,0.34625
Alaska,Fairbanks,2015-02-26,Parts per billion,20.027273,Parts per million,0.006542,Parts per billion,9.386957,Parts per million,0.5108699999999999
Alaska,Fairbanks,2015-02-27,Parts per billion,24.081818,Parts per million,0.005167000000000001,Parts per billion,11.208333,Parts per million,0.705833
Alaska,Fairbanks,2015-02-28,Parts per billion,13.3875,Parts per million,0.017875,Parts per billion,8.3,Parts per million,0.365
Alaska,Fairbanks,2015-03-01,Parts per billion,11.445833,Parts per million,0.016416999999999998,Parts per billion,7.347825999999999,Parts per million,0.386087
Alaska,Fairbanks,2015-03-07,Parts per billion,5.120833,Parts per million,0.026167000000000003,Parts per billion,5.934783,Parts per million,0.25217399999999995
Alaska,Fairbanks,2015-03-08,Parts per billion,3.104545,Parts per million,0.0195,Parts per billion,5.1,Parts per million,0.210417
Alaska,Fairbanks,2015-05-29,Parts per billion,3.641667,Parts per million,0.025833,Parts per billion,1.270833,Parts per million,0.215
Alaska,Fairbanks,2015-05-30,Parts per billion,4.095833,Parts per million,0.026875,Parts per billion,2.213043,Parts per million,0.221304
Alaska,Fairbanks,2015-05-31,Parts per billion,1.563636,Parts per million,0.033375,Parts per billion,0.504167,Parts per million,0.17
Alaska,Fairbanks,2015-06-02,Parts per billion,2.3625,Parts per million,0.031208,Parts per billion,0.54,Parts per million,0.13956500000000002
Arizona,Phoenix,2015-01-02,Parts per billion,25.173913,Parts per million,0.0135,Parts per billion,0.5217390000000001,Parts per million,0.617391
Arizona,Phoenix,2015-01-03,Parts per billion,23.291667,Parts per million,0.014167,Parts per billion,0.416667,Parts per million,0.658333
Arizona,Phoenix,2015-01-04,Parts per billion,28.791667,Parts per million,0.011125,Parts per billion,1.0,Parts per million,0.983333
Arizona,Phoenix,2015-01-05,Parts per billion,38.75,Parts per million,0.007625,Parts per billion,2.333333,Parts per million,1.408333
Arizona,Phoenix,2015-01-18,Parts per billion,25.416667,Parts per million,0.011417,Parts per billion,0.625,Parts per million,0.733333
Arizona,Phoenix,2015-01-19,Parts per billion,30.166667,Parts per million,0.010375,Parts per billion,2.291667,Parts per million,0.816667
Arizona,Phoenix,2015-01-20,Parts per billion,30.565217,Parts per million,0.009708,Parts per billion,2.608696,Parts per million,0.7608699999999999
Arizona,Phoenix,2015-01-21,Parts per billion,22.083333,Parts per million,0.018125,Parts per billion,0.833333,Parts per million,0.466667
Arizona,Phoenix,2015-01-22,Parts per billion,15.583332999999998,Parts per million,0.026667000000000003,Parts per billion,0.0,Parts per million,0.245833
Arizona,Phoenix,2015-01-23,Parts per billion,25.833333,Parts per million,0.015,Parts per billion,0.291667,Parts per million,0.4625
Arizona,Phoenix,2015-01-24,Parts per billion,21.208333,Parts per million,0.019083000000000003,Parts per billion,0.708333,Parts per million,0.525
Arizona,Phoenix,2015-01-25,Parts per billion,26.75,Parts per million,0.013333,Parts per billion,1.083333,Parts per million,0.783333
Arizona,Phoenix,2015-01-26,Parts per billion,34.043478,Parts per million,0.005125,Parts per billion,1.782609,Parts per million,0.882609
Arizona,Phoenix,2015-01-27,Parts per billion,27.0,Parts per million,0.009708,Parts per billion,1.217391,Parts per million,0.656522
Arizona,Phoenix,2015-01-28,Parts per billion,22.291667,Parts per million,0.008375,Parts per billion,0.958333,Parts per million,0.6625
Arizona,Phoenix,2015-01-29,Parts per billion,27.208333000000003,Parts per million,0.00525,Parts per billion,1.208333,Parts per million,0.620833
Arizona,Phoenix,2015-01-30,Parts per billion,12.833333,Parts per million,0.010792,Parts per billion,0.0,Parts per million,0.3125
Arizona,Phoenix,2015-01-31,Parts per billion,16.833333,Parts per million,0.007792,Parts per billion,0.333333,Parts per million,0.4625
Arizona,Phoenix,2015-02-01,Parts per billion,19.166667,Parts per million,0.010083,Parts per billion,0.291667,Parts per million,0.6375
Arizona,Phoenix,2015-02-02,Parts per billion,25.666667,Parts per million,0.01025,Parts per billion,1.208333,Parts per million,0.720833
Arizona,Phoenix,2015-02-03,Parts per billion,28.458333000000003,Parts per million,0.011583,Parts per billion,1.833333,Parts per million,0.770833
Arizona,Phoenix,2015-02-04,Parts per billion,27.652174,Parts per million,0.013625,Parts per billion,1.043478,Parts per million,0.6652170000000001
Alabama,Birmingham,2016-01-01,Parts per billion,2.520833,Parts per million,0.022292,Parts per billion,0.413636,Parts per million,0.129545
Alabama,Birmingham,2016-01-02,Parts per billion,8.4375,Parts per million,0.015333,Parts per billion,0.663636,Parts per million,0.259091
Alabama,Birmingham,2016-01-03,Parts per billion,12.75,Parts per million,0.017208,Parts per billion,0.8636360000000001,Parts per million,0.257727
Alabama,Birmingham,2016-01-04,Parts per billion,3.141667,Parts per million,0.025292,Parts per billion,0.51,Parts per million,0.132
Alabama,Birmingham,2016-01-05,Parts per billion,9.316667,Parts per million,0.021917,Parts per billion,0.75,Parts per million,0.613636
Alabama,Birmingham,2016-01-06,Parts per billion,14.5875,Parts per million,0.01825,Parts per billion,0.8590909999999999,Parts per million,0.180455
Alabama,Birmingham,2016-01-07,Parts per billion,17.854167,Parts per million,0.014042,Parts per billion,1.0,Parts per million,0.235263
Alabama,Birmingham,2016-01-08,Parts per billion,11.408333,Parts per million,0.017458,Parts per billion,0.13181800000000002,Parts per million,0.235
Alabama,Birmingham,2016-01-09,Parts per billion,4.7625,Parts per million,0.020042,Parts per billion,0.013636,Parts per million,0.144091
Alabama,Birmingham,2016-01-10,Parts per billion,3.429167,Parts per million,0.020458,Parts per billion,0.127273,Parts per million,0.145
Alabama,Birmingham,2016-01-11,Parts per billion,14.768182,Parts per million,0.013125,Parts per billion,2.825,Parts per million,0.3720000000000001
Alabama,Birmingham,2016-01-12,Parts per billion,15.204167000000002,Parts per million,0.020833,Parts per billion,1.777273,Parts per million,0.3115
Alabama,Birmingham,2016-01-13,Parts per billion,19.373684,Parts per million,0.010708,Parts per billion,1.0363639999999998,Parts per million,0.4563640000000001
Alabama,Birmingham,2016-01-14,Parts per billion,17.304167,Parts per million,0.026042000000000003,Parts per billion,1.4045450000000002,Parts per million,0.377727
Alabama,Birmingham,2016-01-15,Parts per billion,15.008333,Parts per million,0.016333,Parts per billion,0.927273,Parts per million,0.205
Alabama,Birmingham,2016-01-16,Parts per billion,3.2875,Parts per million,0.02375,Parts per billion,0.209091,Parts per million,0.090455
Alabama,Birmingham,2016-01-17,Parts per billion,4.225,Parts per million,0.024792,Parts per billion,0.586364,Parts per million,0.135455
Alabama,Birmingham,2016-01-18,Parts per billion,8.104167,Parts per million,0.0225,Parts per billion,0.71,Parts per million,0.145
Alabama,Birmingham,2016-01-19,Parts per billion,11.904167,Parts per million,0.021125,Parts per billion,2.086364,Parts per million,0.187727
Alabama,Birmingham,2016-01-20,Parts per billion,15.120833,Parts per million,0.014708,Parts per billion,1.365,Parts per million,0.216818
Alabama,Birmingham,2016-01-21,Parts per billion,12.4625,Parts per million,0.01325,Parts per billion,0.754545,Parts per million,0.21
Alabama,Birmingham,2016-01-22,Parts per billion,5.304167,Parts per million,0.022625,Parts per billion,0.136364,Parts per million,0.14727300000000002
Alabama,Birmingham,2016-01-23,Parts per billion,3.0875,Parts per million,0.026958,Parts per billion,1.209091,Parts per million,0.156818
Alabama,Birmingham,2016-01-24,Parts per billion,14.695833,Parts per million,0.01575,Parts per billion,4.777273,Parts per million,0.412273
Alabama,Birmingham,2016-01-25,Parts per billion,14.15,Parts per million,0.026375,Parts per billion,1.675,Parts per million,0.303
Alabama,Birmingham,2016-01-26,Parts per billion,12.983333,Parts per million,0.016041999999999997,Parts per billion,0.418182,Parts per million,0.235263
Alabama,Birmingham,2016-01-27,Parts per billion,5.52381,Parts per million,0.017041999999999998,Parts per billion,0.186364,Parts per million,0.13409100000000002
Alabama,Birmingham,2016-01-28,Parts per billion,9.495833,Parts per million,0.019667,Parts per billion,0.486364,Parts per million,0.17636400000000002
Alabama,Birmingham,2016-01-29,Parts per billion,16.883333,Parts per million,0.015375,Parts per billion,0.5772729999999999,Parts per million,0.355455
Alabama,Birmingham,2016-01-30,Parts per billion,11.158333,Parts per million,0.034625,Parts per billion,1.672727,Parts per million,0.358182
Alabama,Birmingham,2016-01-31,Parts per billion,2.954167,Parts per million,0.037875,Parts per billion,0.6090909999999999,Parts per million,0.144091
Alabama,Birmingham,2016-02-01,Parts per billion,10.420833,Parts per million,0.022458,Parts per billion,0.26111100000000004,Parts per million,0.2895
Alabama,Birmingham,2016-02-02,Parts per billion,5.0833330000000005,Parts per million,0.024583,Parts per billion,0.3,Parts per million,0.144091
Alabama,Birmingham,2016-02-03,Parts per billion,6.754167,Parts per million,0.031083,Parts per billion,0.113636,Parts per million,0.14590899999999998
Alabama,Birmingham,2016-02-04,Parts per billion,3.316667,Parts per million,0.029667,Parts per billion,0.5428569999999999,Parts per million,0.12545499999999998
Alabama,Birmingham,2016-02-05,Parts per billion,10.95,Parts per million,0.021333,Parts per billion,0.49,Parts per million,0.27318200000000004
Alabama,Birmingham,2016-02-06,Parts per billion,16.9,Parts per million,0.016833,Parts per billion,3.2954550000000005,Parts per million,0.290455
