State,City,Category,gasdate,Date Local,NO2 Units,NO2 Mean,O3 Units,O3 Mean,SO2 Units,SO2 Mean,CO Units,CO Mean
Alabama,Birmingham,,,11/15/2015,Parts per billion,15.704167,Parts per million,0.0145,Parts per billion,1.213636,Parts per million,0.342273
Alabama,Birmingham,,,11/16/2015,Parts per billion,11.654545,Parts per million,0.027125,Parts per billion,0.54,Parts per million,0.2475
Alabama,Birmingham,,,11/17/2015,Parts per billion,5.675,Parts per million,0.029917,Parts per billion,0.586364,Parts per million,0.1875
Alabama,Birmingham,,,11/18/2015,Parts per billion,10.7,Parts per million,0.016792,Parts per billion,0.233333,Parts per million,0.314545
Alabama,Birmingham,,,11/19/2015,Parts per billion,14.725,Parts per million,0.010583,Parts per billion,1.6,Parts per million,0.439091
Alabama,Birmingham,,,11/20/2015,Parts per billion,12.695,Parts per million,0.020208,Parts per billion,2.622727,Parts per million,0.245
Alabama,Birmingham,,,11/21/2015,Parts per billion,6.708333,Parts per million,0.028542,Parts per billion,0.540909,Parts per million,0.126818
Alabama,Birmingham,,,11/22/2015,Parts per billion,3.216667,Parts per million,0.026875,Parts per billion,0.304545,Parts per million,0.100909
Alabama,Birmingham,,,11/23/2015,Parts per billion,19.225,Parts per million,0.012125,Parts per billion,2.08,Parts per million,0.3705
Alabama,Birmingham,,,11/24/2015,Parts per billion,20.508333,Parts per million,0.014708,Parts per billion,4.627273,Parts per million,0.361818
Alabama,Birmingham,,,11/25/2015,Parts per billion,9.361905,Parts per million,0.032167,Parts per billion,1.004545,Parts per million,0.144545
Alabama,Birmingham,,,11/26/2015,Parts per billion,5.470833,Parts per million,0.031,Parts per billion,0.331818,Parts per million,0.145909
Alabama,Birmingham,,,11/27/2015,Parts per billion,8.945833,Parts per million,0.023167,Parts per billion,0.213636,Parts per million,0.214091
Alabama,Birmingham,,,11/28/2015,Parts per billion,9.358333,Parts per million,0.024375,Parts per billion,0.363636,Parts per million,0.203182
Alabama,Birmingham,,,11/29/2015,Parts per billion,4.858333,Parts per million,0.024917,Parts per billion,0.345455,Parts per million,0.134545
Alabama,Birmingham,,,11/30/2015,Parts per billion,10.368182,Parts per million,0.01875,Parts per billion,0.575,Parts per million,0.1985
Alabama,Birmingham,,,12/1/2015,Parts per billion,7.766667,Parts per million,0.010042,Parts per billion,0.090909,Parts per million,0.183158
Alabama,Birmingham,,,12/2/2015,Parts per billion,7.480952,Parts per million,0.012667,Parts per billion,0.040909,Parts per million,0.164091
Alabama,Birmingham,,,12/3/2015,Parts per billion,6.691667,Parts per million,0.017167,Parts per billion,0.159091,Parts per million,0.155909
Alabama,Birmingham,,,12/4/2015,Parts per billion,12.029167,Parts per million,0.013208,Parts per billion,2.368182,Parts per million,0.290909
Alabama,Birmingham,,,12/5/2015,Parts per billion,15.420833,Parts per million,0.016042,Parts per billion,1.509091,Parts per million,0.320909
Alabama,Birmingham,,,12/6/2015,Parts per billion,16.358333,Parts per million,0.013833,Parts per billion,0.995455,Parts per million,0.297273
Alabama,Birmingham,,,12/7/2015,Parts per billion,16.95,Parts per million,0.009167,Parts per billion,1.225,Parts per million,0.4025
Alabama,Birmingham,,,12/8/2015,Parts per billion,18.883333,Parts per million,0.017167,Parts per billion,1.2,Parts per million,0.373636
Alabama,Birmingham,,,12/9/2015,Parts per billion,13.966667,Parts per million,0.019417,Parts per billion,1.09,Parts per million,0.225
Alabama,Birmingham,,,12/10/2015,Parts per billion,13.391667,Parts per million,0.020875,Parts per billion,0.663636,Parts per million,0.325909
Alabama,Birmingham,,,12/11/2015,Parts per billion,7.204167,Parts per million,0.025042,Parts per billion,0.145455,Parts per million,0.157273
Alabama,Birmingham,,,12/12/2015,Parts per billion,8.666667,Parts per million,0.026542,Parts per billion,0.554545,Parts per million,0.180455
Alabama,Birmingham,,,12/13/2015,Parts per billion,5.366667,Parts per million,0.031292,Parts per billion,0.75,Parts per million,0.111364
Alabama,Birmingham,,,12/14/2015,Parts per billion,11.463636,Parts per million,0.022,Parts per billion,0.305,Parts per million,0.2125
Alabama,Birmingham,,,12/15/2015,Parts per billion,18.104167,Parts per million,0.010625,Parts per billion,2.054545,Parts per million,0.4615
Alabama,Birmingham,,,12/16/2015,Parts per billion,10.714286,Parts per million,0.021042,Parts per billion,1.190909,Parts per million,0.290455
Alabama,Birmingham,,,12/17/2015,Parts per billion,6.845833,Parts per million,0.013625,Parts per billion,0.05,Parts per million,0.238182
Alabama,Birmingham,,,12/18/2015,Parts per billion,9.679167,Parts per million,0.011917,Parts per billion,0.445455,Parts per million,0.180455
Alabama,Birmingham,,,12/19/2015,Parts per billion,16,Parts per million,0.010083,Parts per billion,0.695455,Parts per million,0.388182
Alabama,Birmingham,,,12/20/2015,Parts per billion,12.120833,Parts per million,0.020667,Parts per billion,1.345455,Parts per million,0.269545
Alabama,Birmingham,,,12/21/2015,Parts per billion,9.091667,Parts per million,0.019083,Parts per billion,0.735,Parts per million,0.163
Alabama,Birmingham,,,12/22/2015,Parts per billion,8.704167,Parts per million,0.01575,Parts per billion,0.133333,Parts per million,0.171818
Alabama,Birmingham,,,12/23/2015,Parts per billion,3.958333,Parts per million,0.021042,Parts per billion,0.077273,Parts per million,0.114091
Alabama,Birmingham,,,12/24/2015,Parts per billion,5.4875,Parts per million,0.015458,Parts per billion,0.172727,Parts per million,0.164545
Alabama,Birmingham,,,12/25/2015,Parts per billion,1.9375,Parts per million,0.02375,Parts per billion,0.022727,Parts per million,0.098636
Alabama,Birmingham,,,12/26/2015,Parts per billion,3.658333,Parts per million,0.019875,Parts per billion,0.004545,Parts per million,0.130455
Alabama,Birmingham,,,12/27/2015,Parts per billion,3.829167,Parts per million,0.021333,Parts per billion,0.040909,Parts per million,0.109545
Alabama,Birmingham,,,12/28/2015,Parts per billion,3.33913,Parts per million,0.02625,Parts per billion,0.025,Parts per million,0.1205
Alabama,Birmingham,,,12/29/2015,Parts per billion,12,Parts per million,0.009417,Parts per billion,0.377273,Parts per million,0.322632
Alabama,Birmingham,,,12/30/2015,Parts per billion,11.404762,Parts per million,0.008125,Parts per billion,0.731818,Parts per million,0.221818
Alabama,Birmingham,,,12/31/2015,Parts per billion,3.016667,Parts per million,0.018368,Parts per billion,0.109091,Parts per million,0.118182
Alaska,Fairbanks,,,1/6/2015,Parts per billion,35.513636,Parts per million,0.001588,Parts per billion,18.895833,Parts per million,1.4475
Alaska,Fairbanks,,,1/7/2015,Parts per billion,49.795833,Parts per million,0.001625,Parts per billion,31.525,Parts per million,1.497083
Alaska,Fairbanks,,,1/8/2015,Parts per billion,38.779167,Parts per million,0.003958,Parts per billion,16.465217,Parts per million,1.024348
Alaska,Fairbanks,,,1/9/2015,Parts per billion,29.945455,Parts per million,0.005792,Parts per billion,13.1,Parts per million,1.019583
Alaska,Fairbanks,,,1/10/2015,Parts per billion,25.2625,Parts per million,0.008625,Parts per billion,10.558333,Parts per million,0.552917
Alaska,Fairbanks,,,1/11/2015,Parts per billion,26.695833,Parts per million,0.0035,Parts per billion,13.965217,Parts per million,0.803043
Alaska,Fairbanks,,,1/12/2015,Parts per billion,22.172727,Parts per million,0.004042,Parts per billion,9.929167,Parts per million,0.670833
Alaska,Fairbanks,,,1/13/2015,Parts per billion,26.131818,Parts per million,0.003583,Parts per billion,10.666667,Parts per million,0.715652
Alaska,Fairbanks,,,1/14/2015,Parts per billion,28.977778,Parts per million,0.003778,Parts per billion,10.277273,Parts per million,0.498696
Alaska,Fairbanks,,,1/15/2015,Parts per billion,32,Parts per million,0.0035,Parts per billion,11.4375,Parts per million,0.772083
Alaska,Fairbanks,,,1/16/2015,Parts per billion,19.241667,Parts per million,0.007083,Parts per billion,7.733333,Parts per million,0.555417
Alaska,Fairbanks,,,1/17/2015,Parts per billion,30.795833,Parts per million,0.003583,Parts per billion,15.186957,Parts per million,0.5
Alaska,Fairbanks,,,2/5/2015,Parts per billion,42.004348,Parts per million,0.003667,Parts per billion,22.534783,Parts per million,1.73125
Alaska,Fairbanks,,,2/6/2015,Parts per billion,35.322727,Parts per million,0.003625,Parts per billion,19.108333,Parts per million,1.101667
Alaska,Fairbanks,,,2/7/2015,Parts per billion,37.770833,Parts per million,0.002833,Parts per billion,26.0125,Parts per million,1.244167
Alaska,Fairbanks,,,2/8/2015,Parts per billion,29.408333,Parts per million,0.007667,Parts per billion,18.530435,Parts per million,0.67087
Alaska,Fairbanks,,,2/9/2015,Parts per billion,33.781818,Parts per million,0.005583,Parts per billion,15.091667,Parts per million,0.89875
Alaska,Fairbanks,,,2/10/2015,Parts per billion,29.391667,Parts per million,0.0065,Parts per billion,10.954167,Parts per million,0.626667
Alaska,Fairbanks,,,2/11/2015,Parts per billion,25.847826,Parts per million,0.012292,Parts per billion,10.045455,Parts per million,0.580952
Alaska,Fairbanks,,,2/12/2015,Parts per billion,28.542857,Parts per million,0.006412,Parts per billion,8.133333,Parts per million,0.61625
Alaska,Fairbanks,,,2/13/2015,Parts per billion,28.0375,Parts per million,0.006833,Parts per billion,12.829167,Parts per million,0.839167
Alaska,Fairbanks,,,2/14/2015,Parts per billion,28.825,Parts per million,0.006375,Parts per billion,16.891304,Parts per million,0.971739
Alaska,Fairbanks,,,2/15/2015,Parts per billion,26.927273,Parts per million,0.00725,Parts per billion,19.091667,Parts per million,0.89
Alaska,Fairbanks,,,2/16/2015,Parts per billion,34.458333,Parts per million,0.006167,Parts per billion,17.604167,Parts per million,0.945833
Alaska,Fairbanks,,,2/17/2015,Parts per billion,31.320833,Parts per million,0.003125,Parts per billion,14.63913,Parts per million,0.905
Alaska,Fairbanks,,,2/18/2015,Parts per billion,27.990909,Parts per million,0.005958,Parts per billion,12.6375,Parts per million,0.941667
Alaska,Fairbanks,,,2/19/2015,Parts per billion,31.152174,Parts per million,0.004667,Parts per billion,16.695833,Parts per million,1.082083
Alaska,Fairbanks,,,2/20/2015,Parts per billion,38.454167,Parts per million,0.005458,Parts per billion,16.56087,Parts per million,1.36913
Alaska,Fairbanks,,,2/21/2015,Parts per billion,34.154545,Parts per million,0.002708,Parts per billion,17.783333,Parts per million,1.11875
Alaska,Fairbanks,,,2/22/2015,Parts per billion,16.6,Parts per million,0.0015,Parts per billion,9.745833,Parts per million,0.635417
Alaska,Fairbanks,,,2/23/2015,Parts per billion,10.5875,Parts per million,0.009042,Parts per billion,8.052174,Parts per million,0.44
Alaska,Fairbanks,,,2/24/2015,Parts per billion,12.131818,Parts per million,0.012167,Parts per billion,6.1875,Parts per million,0.281667
Alaska,Fairbanks,,,2/25/2015,Parts per billion,16.1125,Parts per million,0.006792,Parts per billion,7.395833,Parts per million,0.34625
Alaska,Fairbanks,,,2/26/2015,Parts per billion,20.027273,Parts per million,0.006542,Parts per billion,9.386957,Parts per million,0.51087
Alaska,Fairbanks,,,2/27/2015,Parts per billion,24.081818,Parts per million,0.005167,Parts per billion,11.208333,Parts per million,0.705833
Alaska,Fairbanks,,,2/28/2015,Parts per billion,13.3875,Parts per million,0.017875,Parts per billion,8.3,Parts per million,0.365
Alaska,Fairbanks,,,3/1/2015,Parts per billion,11.445833,Parts per million,0.016417,Parts per billion,7.347826,Parts per million,0.386087
Alaska,Fairbanks,,,3/7/2015,Parts per billion,5.120833,Parts per million,0.026167,Parts per billion,5.934783,Parts per million,0.252174
Alaska,Fairbanks,,,3/8/2015,Parts per billion,3.104545,Parts per million,0.0195,Parts per billion,5.1,Parts per million,0.210417
Alaska,Fairbanks,,,5/29/2015,Parts per billion,3.641667,Parts per million,0.025833,Parts per billion,1.270833,Parts per million,0.215
Alaska,Fairbanks,,,5/30/2015,Parts per billion,4.095833,Parts per million,0.026875,Parts per billion,2.213043,Parts per million,0.221304
Alaska,Fairbanks,,,5/31/2015,Parts per billion,1.563636,Parts per million,0.033375,Parts per billion,0.504167,Parts per million,0.17
Alaska,Fairbanks,,,6/2/2015,Parts per billion,2.3625,Parts per million,0.031208,Parts per billion,0.54,Parts per million,0.139565
Arizona,Phoenix,,,1/2/2015,Parts per billion,25.173913,Parts per million,0.0135,Parts per billion,0.521739,Parts per million,0.617391
Arizona,Phoenix,,,1/3/2015,Parts per billion,23.291667,Parts per million,0.014167,Parts per billion,0.416667,Parts per million,0.658333
Arizona,Phoenix,,,1/4/2015,Parts per billion,28.791667,Parts per million,0.011125,Parts per billion,1,Parts per million,0.983333
Arizona,Phoenix,,,1/5/2015,Parts per billion,38.75,Parts per million,0.007625,Parts per billion,2.333333,Parts per million,1.408333
Arizona,Phoenix,,,1/18/2015,Parts per billion,25.416667,Parts per million,0.011417,Parts per billion,0.625,Parts per million,0.733333
Arizona,Phoenix,,,1/19/2015,Parts per billion,30.166667,Parts per million,0.010375,Parts per billion,2.291667,Parts per million,0.816667
Arizona,Phoenix,,,1/20/2015,Parts per billion,30.565217,Parts per million,0.009708,Parts per billion,2.608696,Parts per million,0.76087
Arizona,Phoenix,,,1/21/2015,Parts per billion,22.083333,Parts per million,0.018125,Parts per billion,0.833333,Parts per million,0.466667
Arizona,Phoenix,,,1/22/2015,Parts per billion,15.583333,Parts per million,0.026667,Parts per billion,0,Parts per million,0.245833
Arizona,Phoenix,,,1/23/2015,Parts per billion,25.833333,Parts per million,0.015,Parts per billion,0.291667,Parts per million,0.4625
Arizona,Phoenix,,,1/24/2015,Parts per billion,21.208333,Parts per million,0.019083,Parts per billion,0.708333,Parts per million,0.525
Arizona,Phoenix,,,1/25/2015,Parts per billion,26.75,Parts per million,0.013333,Parts per billion,1.083333,Parts per million,0.783333
Arizona,Phoenix,,,1/26/2015,Parts per billion,34.043478,Parts per million,0.005125,Parts per billion,1.782609,Parts per million,0.882609
Arizona,Phoenix,,,1/27/2015,Parts per billion,27,Parts per million,0.009708,Parts per billion,1.217391,Parts per million,0.656522
Arizona,Phoenix,,,1/28/2015,Parts per billion,22.291667,Parts per million,0.008375,Parts per billion,0.958333,Parts per million,0.6625
Arizona,Phoenix,,,1/29/2015,Parts per billion,27.208333,Parts per million,0.00525,Parts per billion,1.208333,Parts per million,0.620833
Arizona,Phoenix,,,1/30/2015,Parts per billion,12.833333,Parts per million,0.010792,Parts per billion,0,Parts per million,0.3125
Arizona,Phoenix,,,1/31/2015,Parts per billion,16.833333,Parts per million,0.007792,Parts per billion,0.333333,Parts per million,0.4625
Arizona,Phoenix,,,2/1/2015,Parts per billion,19.166667,Parts per million,0.010083,Parts per billion,0.291667,Parts per million,0.6375
Arizona,Phoenix,,,2/2/2015,Parts per billion,25.666667,Parts per million,0.01025,Parts per billion,1.208333,Parts per million,0.720833
Arizona,Phoenix,,,2/3/2015,Parts per billion,28.458333,Parts per million,0.011583,Parts per billion,1.833333,Parts per million,0.770833
Arizona,Phoenix,,,2/4/2015,Parts per billion,27.652174,Parts per million,0.013625,Parts per billion,1.043478,Parts per million,0.665217
Alabama,Birmingham,,,1/1/2016,Parts per billion,2.520833,Parts per million,0.022292,Parts per billion,0.413636,Parts per million,0.129545
Alabama,Birmingham,,,1/2/2016,Parts per billion,8.4375,Parts per million,0.015333,Parts per billion,0.663636,Parts per million,0.259091
Alabama,Birmingham,,,1/3/2016,Parts per billion,12.75,Parts per million,0.017208,Parts per billion,0.863636,Parts per million,0.257727
Alabama,Birmingham,,,1/4/2016,Parts per billion,3.141667,Parts per million,0.025292,Parts per billion,0.51,Parts per million,0.132
Alabama,Birmingham,,,1/5/2016,Parts per billion,9.316667,Parts per million,0.021917,Parts per billion,0.75,Parts per million,0.613636
Alabama,Birmingham,,,1/6/2016,Parts per billion,14.5875,Parts per million,0.01825,Parts per billion,0.859091,Parts per million,0.180455
Alabama,Birmingham,,,1/7/2016,Parts per billion,17.854167,Parts per million,0.014042,Parts per billion,1,Parts per million,0.235263
Alabama,Birmingham,,,1/8/2016,Parts per billion,11.408333,Parts per million,0.017458,Parts per billion,0.131818,Parts per million,0.235
Alabama,Birmingham,,,1/9/2016,Parts per billion,4.7625,Parts per million,0.020042,Parts per billion,0.013636,Parts per million,0.144091
Alabama,Birmingham,,,1/10/2016,Parts per billion,3.429167,Parts per million,0.020458,Parts per billion,0.127273,Parts per million,0.145
Alabama,Birmingham,,,1/11/2016,Parts per billion,14.768182,Parts per million,0.013125,Parts per billion,2.825,Parts per million,0.372
Alabama,Birmingham,,,1/12/2016,Parts per billion,15.204167,Parts per million,0.020833,Parts per billion,1.777273,Parts per million,0.3115
Alabama,Birmingham,,,1/13/2016,Parts per billion,19.373684,Parts per million,0.010708,Parts per billion,1.036364,Parts per million,0.456364
Alabama,Birmingham,,,1/14/2016,Parts per billion,17.304167,Parts per million,0.026042,Parts per billion,1.404545,Parts per million,0.377727
Alabama,Birmingham,,,1/15/2016,Parts per billion,15.008333,Parts per million,0.016333,Parts per billion,0.927273,Parts per million,0.205
Alabama,Birmingham,,,1/16/2016,Parts per billion,3.2875,Parts per million,0.02375,Parts per billion,0.209091,Parts per million,0.090455
Alabama,Birmingham,,,1/17/2016,Parts per billion,4.225,Parts per million,0.024792,Parts per billion,0.586364,Parts per million,0.135455
Alabama,Birmingham,,,1/18/2016,Parts per billion,8.104167,Parts per million,0.0225,Parts per billion,0.71,Parts per million,0.145
Alabama,Birmingham,,,1/19/2016,Parts per billion,11.904167,Parts per million,0.021125,Parts per billion,2.086364,Parts per million,0.187727
Alabama,Birmingham,,,1/20/2016,Parts per billion,15.120833,Parts per million,0.014708,Parts per billion,1.365,Parts per million,0.216818
Alabama,Birmingham,,,1/21/2016,Parts per billion,12.4625,Parts per million,0.01325,Parts per billion,0.754545,Parts per million,0.21
Alabama,Birmingham,,,1/22/2016,Parts per billion,5.304167,Parts per million,0.022625,Parts per billion,0.136364,Parts per million,0.147273
Alabama,Birmingham,,,1/23/2016,Parts per billion,3.0875,Parts per million,0.026958,Parts per billion,1.209091,Parts per million,0.156818
Alabama,Birmingham,,,1/24/2016,Parts per billion,14.695833,Parts per million,0.01575,Parts per billion,4.777273,Parts per million,0.412273
Alabama,Birmingham,,,1/25/2016,Parts per billion,14.15,Parts per million,0.026375,Parts per billion,1.675,Parts per million,0.303
Alabama,Birmingham,,,1/26/2016,Parts per billion,12.983333,Parts per million,0.016042,Parts per billion,0.418182,Parts per million,0.235263
Alabama,Birmingham,,,1/27/2016,Parts per billion,5.52381,Parts per million,0.017042,Parts per billion,0.186364,Parts per million,0.134091
Alabama,Birmingham,,,1/28/2016,Parts per billion,9.495833,Parts per million,0.019667,Parts per billion,0.486364,Parts per million,0.176364
Alabama,Birmingham,,,1/29/2016,Parts per billion,16.883333,Parts per million,0.015375,Parts per billion,0.577273,Parts per million,0.355455
Alabama,Birmingham,,,1/30/2016,Parts per billion,11.158333,Parts per million,0.034625,Parts per billion,1.672727,Parts per million,0.358182
Alabama,Birmingham,,,1/31/2016,Parts per billion,2.954167,Parts per million,0.037875,Parts per billion,0.609091,Parts per million,0.144091
Alabama,Birmingham,,,2/1/2016,Parts per billion,10.420833,Parts per million,0.022458,Parts per billion,0.261111,Parts per million,0.2895
Alabama,Birmingham,,,2/2/2016,Parts per billion,5.083333,Parts per million,0.024583,Parts per billion,0.3,Parts per million,0.144091
Alabama,Birmingham,,,2/3/2016,Parts per billion,6.754167,Parts per million,0.031083,Parts per billion,0.113636,Parts per million,0.145909
Alabama,Birmingham,,,2/4/2016,Parts per billion,3.316667,Parts per million,0.029667,Parts per billion,0.542857,Parts per million,0.125455
Alabama,Birmingham,,,2/5/2016,Parts per billion,10.95,Parts per million,0.021333,Parts per billion,0.49,Parts per million,0.273182
Alabama,Birmingham,,,2/6/2016,Parts per billion,16.9,Parts per million,0.016833,Parts per billion,3.295455,Parts per million,0.290455
Alabama,Birmingham,,,2/7/2016,Parts per billion,16.616667,Parts per million,0.022042,Parts per billion,1.136364,Parts per million,0.304091
Alabama,Birmingham,,,2/8/2016,Parts per billion,10.281818,Parts per million,0.030833,Parts per billion,0.465,Parts per million,0.175625
Alabama,Birmingham,,,2/9/2016,Parts per billion,4.245833,Parts per million,0.029625,Parts per billion,0.531818,Parts per million,0.137727
Alabama,Birmingham,,,2/10/2016,Parts per billion,12.5875,Parts per million,0.020958,Parts per billion,1.459091,Parts per million,0.218182
Alabama,Birmingham,,,2/11/2016,Parts per billion,21.538095,Parts per million,0.023375,Parts per billion,3.554545,Parts per million,0.267273
Alabama,Birmingham,,,2/12/2016,Parts per billion,8.41,Parts per million,0.032875,Parts per billion,1.845455,Parts per million,0.175
Alabama,Birmingham,,,2/13/2016,Parts per billion,3.295833,Parts per million,0.032625,Parts per billion,0.85,Parts per million,0.132273
Alabama,Birmingham,,,2/14/2016,Parts per billion,6.783333,Parts per million,0.035167,Parts per billion,1,Parts per million,0.145
Alabama,Birmingham,,,2/15/2016,Parts per billion,8.758333,Parts per million,0.026294,Parts per billion,0.84,Parts per million,0.167
Alabama,Birmingham,,,2/16/2016,Parts per billion,9.091667,Parts per million,0.023875,Parts per billion,0.395455,Parts per million,0.189091
Alabama,Birmingham,,,2/17/2016,Parts per billion,5.258333,Parts per million,0.026167,Parts per billion,0.689474,Parts per million,0.149091
Alabama,Birmingham,,,2/18/2016,Parts per billion,15.129167,Parts per million,0.024417,Parts per billion,1.1,Parts per million,0.381579
Alabama,Birmingham,,,2/19/2016,Parts per billion,5.383333,Parts per million,0.041583,Parts per billion,0.681818,Parts per million,0.269091
Alabama,Birmingham,,,2/20/2016,Parts per billion,7.366667,Parts per million,0.030625,Parts per billion,0.695455,Parts per million,0.209545
Alabama,Birmingham,,,2/21/2016,Parts per billion,6.275,Parts per million,0.025417,Parts per billion,0.627273,Parts per million,0.155455
Alabama,Birmingham,,,2/22/2016,Parts per billion,16.777778,Parts per million,0.016667,Parts per billion,0.12,Parts per million,0.249
Alabama,Birmingham,,,2/23/2016,Parts per billion,6.775,Parts per million,0.025208,Parts per billion,0.131818,Parts per million,0.136364
Alabama,Birmingham,,,2/24/2016,Parts per billion,3.108333,Parts per million,0.02725,Parts per billion,0.235,Parts per million,0.145
Alabama,Birmingham,,,2/25/2016,Parts per billion,3.829167,Parts per million,0.029833,Parts per billion,0.363636,Parts per million,0.133333
Alabama,Birmingham,,,2/26/2016,Parts per billion,10.5,Parts per million,0.025792,Parts per billion,0.672727,Parts per million,0.166364
Alabama,Birmingham,,,2/27/2016,Parts per billion,17.283333,Parts per million,0.01925,Parts per billion,0.881818,Parts per million,0.318182
Alabama,Birmingham,,,2/28/2016,Parts per billion,11.875,Parts per million,0.037375,Parts per billion,0.768182,Parts per million,0.261818
Alabama,Birmingham,,,2/29/2016,Parts per billion,12.904167,Parts per million,0.023889,Parts per billion,0.55,Parts per million,0.2845
Alabama,Birmingham,,,3/1/2016,Parts per billion,8.616667,Parts per million,0.032708,Parts per billion,0.527273,Parts per million,0.154545
Alabama,Birmingham,,,3/2/2016,Parts per billion,6.53,Parts per million,0.026917,Parts per billion,0.413636,Parts per million,0.131364
Alabama,Birmingham,,,3/3/2016,Parts per billion,16.270833,Parts per million,0.019042,Parts per billion,1.066667,Parts per million,0.18
Alabama,Birmingham,,,3/7/2016,Parts per billion,8.904762,Parts per million,0.043625,Parts per billion,0.757143,Parts per million,0.1765
Alabama,Birmingham,,,3/8/2016,Parts per billion,7.945833,Parts per million,0.041667,Parts per billion,1.209091,Parts per million,0.155
Alabama,Birmingham,,,3/9/2016,Parts per billion,4.890909,Parts per million,0.039042,Parts per billion,0.475,Parts per million,0.132
Alabama,Birmingham,,,3/10/2016,Parts per billion,5.285,Parts per million,0.030125,Parts per billion,0.331818,Parts per million,0.121818
Alabama,Birmingham,,,3/11/2016,Parts per billion,12.220833,Parts per million,0.0165,Parts per billion,1.081818,Parts per million,0.203182
Alabama,Birmingham,,,3/12/2016,Parts per billion,10.395833,Parts per million,0.018917,Parts per billion,0.3,Parts per million,0.235455
Alabama,Birmingham,,,3/13/2016,Parts per billion,8.745833,Parts per million,0.031292,Parts per billion,0.195455,Parts per million,0.183182
Alabama,Birmingham,,,3/14/2016,Parts per billion,10.120833,Parts per million,0.026083,Parts per billion,0.27,Parts per million,0.233
Alabama,Birmingham,,,3/15/2016,Parts per billion,11.654167,Parts per million,0.035292,Parts per billion,0.85,Parts per million,0.304091
Alabama,Birmingham,,,3/16/2016,Parts per billion,12.779167,Parts per million,0.026125,Parts per billion,0.995455,Parts per million,0.238636
Alabama,Birmingham,,,3/17/2016,Parts per billion,15.914286,Parts per million,0.03,Parts per billion,2.881818,Parts per million,0.235909
Alabama,Birmingham,,,3/18/2016,Parts per billion,15.783333,Parts per million,0.030708,Parts per billion,2.295455,Parts per million,0.224091
Alabama,Birmingham,,,3/19/2016,Parts per billion,4.291667,Parts per million,0.034542,Parts per billion,0.190909,Parts per million,0.152273
Alabama,Birmingham,,,3/20/2016,Parts per billion,2.325,Parts per million,0.029625,Parts per billion,0.113636,Parts per million,0.110455
Alabama,Birmingham,,,3/21/2016,Parts per billion,10.277273,Parts per million,0.02325,Parts per billion,0.44,Parts per million,0.1765
Alabama,Birmingham,,,3/22/2016,Parts per billion,14.116667,Parts per million,0.035667,Parts per billion,0.859091,Parts per million,0.298947
Alabama,Birmingham,,,3/23/2016,Parts per billion,6.1625,Parts per million,0.042667,Parts per billion,0.581818,Parts per million,0.168182
Alabama,Birmingham,,,3/24/2016,Parts per billion,6.09,Parts per million,0.032708,Parts per billion,0.277273,Parts per million,0.128636
Alabama,Birmingham,,,3/25/2016,Parts per billion,4.145833,Parts per million,0.0285,Parts per billion,0.131818,Parts per million,0.136818
Alabama,Birmingham,,,3/26/2016,Parts per billion,8.220833,Parts per million,0.02525,Parts per billion,1.040909,Parts per million,0.147273
Alabama,Birmingham,,,3/27/2016,Parts per billion,7.929167,Parts per million,0.022292,Parts per billion,0.077273,Parts per million,0.160455
Alabama,Birmingham,,,3/28/2016,Parts per billion,5.416667,Parts per million,0.029917,Parts per billion,0.39,Parts per million,0.168
Alabama,Birmingham,,,3/29/2016,Parts per billion,14.89,Parts per million,0.02925,Parts per billion,3.068182,Parts per million,0.192727
Alabama,Birmingham,,,3/30/2016,Parts per billion,10.383333,Parts per million,0.042667,Parts per billion,0.84,Parts per million,0.171818
Alabama,Birmingham,,,3/31/2016,Parts per billion,6.3375,Parts per million,0.03175,Parts per billion,0.731818,Parts per million,0.158182
Alabama,Birmingham,,,4/1/2016,Parts per billion,5.525,Parts per million,0.026583,Parts per billion,0.131818,Parts per million,0.149545
Alabama,Birmingham,,,4/2/2016,Parts per billion,3.716667,Parts per million,0.035708,Parts per billion,0.204545,Parts per million,0.123182
Alabama,Birmingham,,,4/3/2016,Parts per billion,7.958333,Parts per million,0.027375,Parts per billion,0.954545,Parts per million,0.187727
Alabama,Birmingham,,,4/4/2016,Parts per billion,11.722727,Parts per million,0.033417,Parts per billion,1.225,Parts per million,0.256
Alabama,Birmingham,,,4/5/2016,Parts per billion,7.145833,Parts per million,0.029,Parts per billion,1.309091,Parts per million,0.209545
Alabama,Birmingham,,,4/6/2016,Parts per billion,8.520833,Parts per million,0.035208,Parts per billion,0.640909,Parts per million,0.153158
Alabama,Birmingham,,,4/7/2016,Parts per billion,9.855,Parts per million,0.031958,Parts per billion,0.231818,Parts per million,0.171429
Alabama,Birmingham,,,4/8/2016,Parts per billion,5.6375,Parts per million,0.031958,Parts per billion,0.104545,Parts per million,0.124091
Alabama,Birmingham,,,4/9/2016,Parts per billion,12.279167,Parts per million,0.030792,Parts per billion,0.709091,Parts per million,0.181818
Alabama,Birmingham,,,4/10/2016,Parts per billion,7.495833,Parts per million,0.042083,Parts per billion,0.740909,Parts per million,0.137273
Alabama,Birmingham,,,4/11/2016,Parts per billion,10.741667,Parts per million,0.029042,Parts per billion,0.555,Parts per million,0.1975
Alabama,Birmingham,,,4/12/2016,Parts per billion,7.079167,Parts per million,0.019875,Parts per billion,0.075,Parts per million,0.185455
