State,City,Category,gasdate,Date Local,NO2 Units,NO2 Mean,O3 Units,O3 Mean,SO2 Units,SO2 Mean,CO Units,CO Mean
Alabama,Birmingham,,,9/13/2014,Parts per billion,2.333333,Parts per million,0.021333,Parts per billion,0.090909,Parts per million,0.12
Alabama,Birmingham,,,9/14/2014,Parts per billion,4.625,Parts per million,0.022125,Parts per billion,4.45,Parts per million,0.158182
Alabama,Birmingham,,9/15/2014,9/15/2014,Parts per billion,8.716667,Parts per million,0.017333,Parts per billion,0.535,Parts per million,0.171
Alabama,Birmingham,,,9/16/2014,Parts per billion,10.729167,Parts per million,0.019583,Parts per billion,0.72,Parts per million,0.235455
Alabama,Birmingham,,,9/17/2014,Parts per billion,6.670833,Parts per million,0.024042,Parts per billion,0.818182,Parts per million,0.121364
Alabama,Birmingham,,,9/18/2014,Parts per billion,15.883333,Parts per million,0.024917,Parts per billion,3.309091,Parts per million,0.176818
Alabama,Birmingham,,,9/19/2014,Parts per billion,7.804167,Parts per million,0.032125,Parts per billion,1.259091,Parts per million,0.174545
Alabama,Birmingham,,,9/20/2014,Parts per billion,8.141667,Parts per million,0.025375,Parts per billion,0.572727,Parts per million,0.19
Alabama,Birmingham,,,9/21/2014,Parts per billion,7.854167,Parts per million,0.029042,Parts per billion,1.090909,Parts per million,0.237273
Alabama,Birmingham,,9/22/2014,9/22/2014,Parts per billion,4.790476,Parts per million,0.030833,Parts per billion,0.481818,Parts per million,0.115455
Alabama,Birmingham,,,9/23/2014,Parts per billion,6.9,Parts per million,0.036583,Parts per billion,1.790909,Parts per million,0.136316
Alabama,Birmingham,,,9/24/2014,Parts per billion,8.7875,Parts per million,0.029208,Parts per billion,1.761111,Parts per million,0.183889
Alabama,Birmingham,,,9/25/2014,Parts per billion,16.191667,Parts per million,0.026667,Parts per billion,3.722727,Parts per million,0.23
Alabama,Birmingham,,,9/26/2014,Parts per billion,9.828571,Parts per million,0.022458,Parts per billion,1.104545,Parts per million,0.161364
Alabama,Birmingham,,,9/27/2014,Parts per billion,7.775,Parts per million,0.019292,Parts per billion,0.313636,Parts per million,0.140909
Alabama,Birmingham,,,9/28/2014,Parts per billion,6.6125,Parts per million,0.024917,Parts per billion,0.45,Parts per million,0.13
Alabama,Birmingham,,9/29/2014,9/29/2014,Parts per billion,7.233333,Parts per million,0.022583,Parts per billion,1.671429,Parts per million,0.1815
Alabama,Birmingham,,,9/30/2014,Parts per billion,11.845833,Parts per million,0.019,Parts per billion,1.457143,Parts per million,0.239048
Alabama,Birmingham,,,10/1/2014,Parts per billion,15.279167,Parts per million,0.026667,Parts per billion,2.005556,Parts per million,0.319091
Alabama,Birmingham,,,10/2/2014,Parts per billion,10.9125,Parts per million,0.023,Parts per billion,1.340909,Parts per million,0.168
Alabama,Birmingham,,,10/3/2014,Parts per billion,7.275,Parts per million,0.030458,Parts per billion,0.109091,Parts per million,0.137727
Alabama,Birmingham,,,10/4/2014,Parts per billion,3.595833,Parts per million,0.024667,Parts per billion,0.2,Parts per million,0.105
Alabama,Birmingham,,,10/5/2014,Parts per billion,8.9,Parts per million,0.029708,Parts per billion,1.045455,Parts per million,0.187727
Alabama,Birmingham,,10/6/2014,10/6/2014,Parts per billion,8.07619,Parts per million,0.036875,Parts per billion,0.690476,Parts per million,0.139524
Alabama,Birmingham,,,10/7/2014,Parts per billion,7.316667,Parts per million,0.034542,Parts per billion,0.672727,Parts per million,0.135789
Alabama,Birmingham,,,10/8/2014,Parts per billion,8.570833,Parts per million,0.029917,Parts per billion,0.845,Parts per million,0.171
Alabama,Birmingham,,,10/9/2014,Parts per billion,18.745833,Parts per million,0.020208,Parts per billion,1.336364,Parts per million,0.339545
Alabama,Birmingham,,,10/10/2014,Parts per billion,9.495833,Parts per million,0.020708,Parts per billion,0.581818,Parts per million,0.139545
Alabama,Birmingham,,,10/11/2014,Parts per billion,9.195833,Parts per million,0.016708,Parts per billion,0.368182,Parts per million,0.232273
Alabama,Birmingham,,,10/12/2014,Parts per billion,7.125,Parts per million,0.022583,Parts per billion,0.736364,Parts per million,0.170455
Alabama,Birmingham,,10/13/2014,10/13/2014,Parts per billion,4.029167,Parts per million,0.026375,Parts per billion,0.175,Parts per million,0.0975
Alabama,Birmingham,,,10/14/2014,Parts per billion,6.445833,Parts per million,0.021167,Parts per billion,0.336364,Parts per million,0.140909
Alabama,Birmingham,,,10/15/2014,Parts per billion,6.9875,Parts per million,0.024083,Parts per billion,0.255,Parts per million,0.15
Alabama,Birmingham,,,10/16/2014,Parts per billion,11.729167,Parts per million,0.017833,Parts per billion,0.245455,Parts per million,0.224545
Alabama,Birmingham,,,10/17/2014,Parts per billion,14.125,Parts per million,0.028125,Parts per billion,0.881818,Parts per million,0.377727
Alabama,Birmingham,,,10/18/2014,Parts per billion,6.795833,Parts per million,0.029167,Parts per billion,0.25,Parts per million,0.135
Alabama,Birmingham,,,10/19/2014,Parts per billion,7.329167,Parts per million,0.017542,Parts per billion,2.322727,Parts per million,0.17
Alabama,Birmingham,,10/20/2014,10/20/2014,Parts per billion,13.636364,Parts per million,0.017792,Parts per billion,1.12,Parts per million,0.353
Alabama,Birmingham,,,10/21/2014,Parts per billion,12.383333,Parts per million,0.020667,Parts per billion,1.522727,Parts per million,0.261579
Alabama,Birmingham,,,10/22/2014,Parts per billion,8.691667,Parts per million,0.021125,Parts per billion,1.190909,Parts per million,0.145455
Alabama,Birmingham,,,10/23/2014,Parts per billion,8.966667,Parts per million,0.017417,Parts per billion,1.495455,Parts per million,0.169545
Alabama,Birmingham,,,10/24/2014,Parts per billion,11.041667,Parts per million,0.019708,Parts per billion,0.822727,Parts per million,0.216364
Alabama,Birmingham,,,10/25/2014,Parts per billion,17.2125,Parts per million,0.017333,Parts per billion,1.813636,Parts per million,0.49
Alabama,Birmingham,,,10/26/2014,Parts per billion,12.091667,Parts per million,0.02075,Parts per billion,1.218182,Parts per million,0.483182
Alabama,Birmingham,,10/27/2014,10/27/2014,Parts per billion,11.625,Parts per million,0.028708,Parts per billion,1.47,Parts per million,0.333
Alabama,Birmingham,,,10/28/2014,Parts per billion,14.129167,Parts per million,0.02625,Parts per billion,0.545455,Parts per million,0.225455
Alabama,Birmingham,,,10/29/2014,Parts per billion,12.216667,Parts per million,0.014958,Parts per billion,0.17,Parts per million,0.207727
Alabama,Birmingham,,,10/30/2014,Parts per billion,11.6125,Parts per million,0.014375,Parts per billion,0.745,Parts per million,0.316364
Alabama,Birmingham,,,10/31/2014,Parts per billion,9.391667,Parts per million,0.022,Parts per billion,2.422727,Parts per million,0.254091
Alabama,Birmingham,,,11/1/2014,Parts per billion,4.516667,Parts per million,0.019458,Parts per billion,0.5,Parts per million,0.121818
Alabama,Birmingham,,,11/2/2014,Parts per billion,11.029167,Parts per million,0.015667,Parts per billion,1.954545,Parts per million,0.207273
Alabama,Birmingham,,11/3/2014,11/3/2014,Parts per billion,22.345455,Parts per million,0.013708,Parts per billion,2.75,Parts per million,0.323
Alabama,Birmingham,,,11/4/2014,Parts per billion,17.070833,Parts per million,0.029875,Parts per billion,1.886364,Parts per million,0.282632
Alabama,Birmingham,,,11/5/2014,Parts per billion,15.8875,Parts per million,0.020458,Parts per billion,1.95,Parts per million,0.265909
Alabama,Birmingham,,,11/6/2014,Parts per billion,5.166667,Parts per million,0.031208,Parts per billion,0.540909,Parts per million,0.119545
Alabama,Birmingham,,,11/7/2014,Parts per billion,7.15,Parts per million,0.020083,Parts per billion,0.418182,Parts per million,0.194091
Alabama,Birmingham,,,11/8/2014,Parts per billion,13.141667,Parts per million,0.020458,Parts per billion,1.059091,Parts per million,0.328636
Alabama,Birmingham,,,11/9/2014,Parts per billion,8.870833,Parts per million,0.015917,Parts per billion,1.336364,Parts per million,0.272727
Alabama,Birmingham,,11/10/2014,11/10/2014,Parts per billion,11.279167,Parts per million,0.027708,Parts per billion,1.515,Parts per million,0.2585
Alabama,Birmingham,,,11/11/2014,Parts per billion,14.641667,Parts per million,0.027583,Parts per billion,2.077273,Parts per million,0.265
Alabama,Birmingham,,,11/12/2014,Parts per billion,5.091667,Parts per million,0.013333,Parts per billion,0.214286,Parts per million,0.125909
Alabama,Birmingham,,,11/13/2014,Parts per billion,3.558333,Parts per million,0.02125,Parts per billion,0.468182,Parts per million,0.103636
Alabama,Birmingham,,,11/14/2014,Parts per billion,5.866667,Parts per million,0.020792,Parts per billion,0.645455,Parts per million,0.124091
Alabama,Birmingham,,,11/15/2014,Parts per billion,8.116667,Parts per million,0.027,Parts per billion,1.3,Parts per million,0.166364
Alabama,Birmingham,,,11/16/2014,Parts per billion,6.091667,Parts per million,0.024667,Parts per billion,1.259091,Parts per million,0.144091
Alabama,Birmingham,,11/17/2014,11/17/2014,Parts per billion,3.918182,Parts per million,0.024833,Parts per billion,0.31,Parts per million,0.125
Alabama,Birmingham,,,11/18/2014,Parts per billion,13.545833,Parts per million,0.019917,Parts per billion,0.595455,Parts per million,0.336842
Alabama,Birmingham,,,11/19/2014,Parts per billion,18.7375,Parts per million,0.025833,Parts per billion,1.327273,Parts per million,0.394545
Alabama,Birmingham,,,11/20/2014,Parts per billion,18.9625,Parts per million,0.0215,Parts per billion,2.204545,Parts per million,0.350455
Alabama,Birmingham,,,11/21/2014,Parts per billion,20.295833,Parts per million,0.023708,Parts per billion,2.89,Parts per million,0.2685
Alabama,Birmingham,,,11/22/2014,Parts per billion,8.870833,Parts per million,0.036042,Parts per billion,2.018182,Parts per million,0.15
Alabama,Birmingham,,,11/23/2014,Parts per billion,3.5375,Parts per million,0.030333,Parts per billion,0.159091,Parts per million,0.113182
Alabama,Birmingham,,11/24/2014,11/24/2014,Parts per billion,5.254167,Parts per million,0.025333,Parts per billion,0.295,Parts per million,0.122
Alabama,Birmingham,,,11/25/2014,Parts per billion,7.925,Parts per million,0.02375,Parts per billion,0.62381,Parts per million,0.176818
Alabama,Birmingham,,,11/26/2014,Parts per billion,8.009091,Parts per million,0.026125,Parts per billion,0.7,Parts per million,0.148182
Alabama,Birmingham,,,11/27/2014,Parts per billion,5.479167,Parts per million,0.019417,Parts per billion,0.481818,Parts per million,0.145455
Alabama,Birmingham,,,11/28/2014,Parts per billion,9.6,Parts per million,0.024417,Parts per billion,2.840909,Parts per million,0.204545
Alabama,Birmingham,,,11/29/2014,Parts per billion,8.375,Parts per million,0.028875,Parts per billion,2.727273,Parts per million,0.170455
Alabama,Birmingham,,,11/30/2014,Parts per billion,4.391667,Parts per million,0.030542,Parts per billion,0.481818,Parts per million,0.135455
Alabama,Birmingham,,12/1/2014,12/1/2014,Parts per billion,12.938095,Parts per million,0.013833,Parts per billion,0.35,Parts per million,0.4175
Alabama,Birmingham,,,12/2/2014,Parts per billion,11.616667,Parts per million,0.013292,Parts per billion,0.594118,Parts per million,0.435294
Alabama,Birmingham,,,12/3/2014,Parts per billion,10.629167,Parts per million,0.012708,Parts per billion,2.004545,Parts per million,0.274211
Alabama,Birmingham,,,12/4/2014,Parts per billion,17.025,Parts per million,0.012583,Parts per billion,1.554545,Parts per million,0.391818
Alabama,Birmingham,,,12/5/2014,Parts per billion,10.829167,Parts per million,0.021083,Parts per billion,0.713636,Parts per million,0.169545
Alabama,Birmingham,,,12/6/2014,Parts per billion,3.566667,Parts per million,0.025583,Parts per billion,0.090909,Parts per million,0.136364
Alabama,Birmingham,,,12/7/2014,Parts per billion,3.283333,Parts per million,0.027375,Parts per billion,1.054545,Parts per million,0.126818
Alabama,Birmingham,,12/8/2014,12/8/2014,Parts per billion,15.154167,Parts per million,0.012222,Parts per billion,1.395,Parts per million,0.31
Alabama,Birmingham,,,12/9/2014,Parts per billion,8.5625,Parts per million,0.021583,Parts per billion,0.531818,Parts per million,0.156818
Alabama,Birmingham,,,12/10/2014,Parts per billion,9.091667,Parts per million,0.012083,Parts per billion,0.815789,Parts per million,0.207273
Alabama,Birmingham,,,12/11/2014,Parts per billion,11.241667,Parts per million,0.012833,Parts per billion,1.095455,Parts per million,0.213636
Alabama,Birmingham,,,12/12/2014,Parts per billion,16.891667,Parts per million,0.011333,Parts per billion,1.127273,Parts per million,0.427727
Alabama,Birmingham,,,12/13/2014,Parts per billion,10.704167,Parts per million,0.021083,Parts per billion,1.154545,Parts per million,0.245909
Alabama,Birmingham,,,12/14/2014,Parts per billion,9.583333,Parts per million,0.021417,Parts per billion,0.631818,Parts per million,0.25
Alabama,Birmingham,,12/15/2014,12/15/2014,Parts per billion,15.038095,Parts per million,0.019583,Parts per billion,2.24,Parts per million,0.2845
Alabama,Birmingham,,12/22/2014,12/16/2014,Parts per billion,7.05,Parts per million,0.014458,Parts per billion,0.483333,Parts per million,0.211364
Alabama,Birmingham,,12/29/2014,12/17/2014,Parts per billion,9.729167,Parts per million,0.008042,Parts per billion,0,Parts per million,0.205556
Alabama,Birmingham,,,12/30/2014,Parts per billion,5.5625,Parts per million,0.015375,Parts per billion,-0.011111,Parts per million,0.185789
Alabama,Birmingham,,,12/31/2014,Parts per billion,9.370833,Parts per million,0.014737,Parts per billion,0.445,Parts per million,0.253636
Alaska,Fairbanks,,,7/1/2014,Parts per billion,2.080952,Parts per million,0.013375,Parts per billion,3.775,Parts per million,0.28625
Alaska,Fairbanks,,,7/2/2014,Parts per billion,1.820833,Parts per million,0.010792,Parts per billion,3.920833,Parts per million,0.274583
Alaska,Fairbanks,,,7/3/2014,Parts per billion,2.954167,Parts per million,0.01225,Parts per billion,4.778261,Parts per million,0.275217
Alaska,Fairbanks,,,7/4/2014,Parts per billion,3.240909,Parts per million,0.018458,Parts per billion,4.541667,Parts per million,0.251667
Alaska,Fairbanks,,1/5/2015,7/5/2014,Parts per billion,3.666667,Parts per million,0.023875,Parts per billion,4.408333,Parts per million,0.246667
Alaska,Fairbanks,,1/12/2015,7/6/2014,Parts per billion,2.983333,Parts per million,0.016,Parts per billion,4.552174,Parts per million,0.269565
Alaska,Fairbanks,,1/19/2015,12/18/2014,Parts per billion,16.9125,Parts per million,0.004208,Parts per billion,5.3,Parts per million,0.333913
Alaska,Fairbanks,,1/26/2015,12/19/2014,Parts per billion,26.959091,Parts per million,0.002375,Parts per billion,11.233333,Parts per million,0.937083
Alaska,Fairbanks,,2/2/2015,12/20/2014,Parts per billion,26.145833,Parts per million,0.002875,Parts per billion,14.541667,Parts per million,0.973333
Alaska,Fairbanks,,2/9/2015,12/21/2014,Parts per billion,17.666667,Parts per million,0.007333,Parts per billion,10.491304,Parts per million,0.522609
Alaska,Fairbanks,,2/16/2015,12/22/2014,Parts per billion,23.368182,Parts per million,0.002333,Parts per billion,14.504167,Parts per million,0.879583
Alaska,Fairbanks,,2/23/2015,12/23/2014,Parts per billion,18.308333,Parts per million,0.004,Parts per billion,7.825,Parts per million,0.532273
Alaska,Fairbanks,,3/2/2015,12/24/2014,Parts per billion,21.929167,Parts per million,0.003542,Parts per billion,13.595652,Parts per million,0.733478
Alaska,Fairbanks,,3/9/2015,12/25/2014,Parts per billion,21.6,Parts per million,0.007333,Parts per billion,14.975,Parts per million,0.628333
Alaska,Fairbanks,,3/16/2015,12/26/2014,Parts per billion,15.05,Parts per million,0.013333,Parts per billion,5.633333,Parts per million,0.401667
Alaska,Fairbanks,,3/23/2015,12/27/2014,Parts per billion,25.0875,Parts per million,0.005833,Parts per billion,12.582609,Parts per million,0.69
Alaska,Fairbanks,,3/30/2015,12/28/2014,Parts per billion,28.7,Parts per million,0.007167,Parts per billion,13.4125,Parts per million,0.569167
Alaska,Fairbanks,,4/6/2015,12/29/2014,Parts per billion,26.316667,Parts per million,0.002708,Parts per billion,10.5875,Parts per million,0.740833
Arizona,Phoenix,,4/13/2015,1/4/2014,Parts per billion,25.875,Parts per million,0.012708,Parts per billion,1.791667,Parts per million,0.608333
Arizona,Phoenix,,4/20/2015,1/5/2014,Parts per billion,26.875,Parts per million,0.0145,Parts per billion,1.75,Parts per million,0.841667
Arizona,Phoenix,,4/27/2015,1/9/2014,Parts per billion,30.791667,Parts per million,0.009833,Parts per billion,2.666667,Parts per million,0.608333
Arizona,Phoenix,,5/4/2015,1/10/2014,Parts per billion,29.826087,Parts per million,0.01175,Parts per billion,1.956522,Parts per million,0.669565
Arizona,Phoenix,,5/11/2015,1/11/2014,Parts per billion,29.875,Parts per million,0.013792,Parts per billion,2.541667,Parts per million,0.775
Arizona,Phoenix,,5/18/2015,1/12/2014,Parts per billion,26.916667,Parts per million,0.013625,Parts per billion,1.5,Parts per million,0.466667
Arizona,Phoenix,,5/25/2015,1/13/2014,Parts per billion,34.291667,Parts per million,0.011583,Parts per billion,2,Parts per million,0.920833
Arizona,Phoenix,,6/1/2015,1/14/2014,Parts per billion,37.318182,Parts per million,0.00925,Parts per billion,2.26087,Parts per million,0.747826
Arizona,Phoenix,,6/8/2015,1/15/2014,Parts per billion,41.833333,Parts per million,0.009333,Parts per billion,3.333333,Parts per million,1.0375
Arizona,Phoenix,,6/15/2015,1/16/2014,Parts per billion,36.318182,Parts per million,0.009292,Parts per billion,2.272727,Parts per million,0.840909
Arizona,Phoenix,,6/22/2015,1/17/2014,Parts per billion,38.782609,Parts per million,0.012875,Parts per billion,2.956522,Parts per million,1.017391
Arizona,Phoenix,,6/29/2015,1/18/2014,Parts per billion,33.166667,Parts per million,0.012042,Parts per billion,2.541667,Parts per million,0.9125
Arizona,Phoenix,,7/6/2015,1/19/2014,Parts per billion,30.333333,Parts per million,0.011292,Parts per billion,2.333333,Parts per million,0.958333
Arizona,Phoenix,,7/13/2015,1/20/2014,Parts per billion,32.791667,Parts per million,0.010833,Parts per billion,2.5,Parts per million,0.908333
Arizona,Phoenix,,7/20/2015,1/21/2014,Parts per billion,32.5,Parts per million,0.012958,Parts per billion,2.333333,Parts per million,0.7625
Arizona,Phoenix,,7/27/2015,1/22/2014,Parts per billion,34.291667,Parts per million,0.014292,Parts per billion,3.166667,Parts per million,0.783333
Arizona,Phoenix,,8/3/2015,1/23/2014,Parts per billion,31.125,Parts per million,0.018833,Parts per billion,2.75,Parts per million,0.629167
Arizona,Phoenix,,8/10/2015,1/24/2014,Parts per billion,13,Parts per million,0.024208,Parts per billion,0.454545,Parts per million,0.217391
Arizona,Phoenix,,8/17/2015,1/25/2014,Parts per billion,26.208333,Parts per million,0.016875,Parts per billion,1.375,Parts per million,0.458333
Arizona,Phoenix,,8/24/2015,1/26/2014,Parts per billion,25.125,Parts per million,0.0225,Parts per billion,1.458333,Parts per million,0.525
Arizona,Phoenix,,8/31/2015,1/27/2014,Parts per billion,26.5,Parts per million,0.017417,Parts per billion,1.125,Parts per million,0.429167
Arizona,Phoenix,,9/7/2015,1/28/2014,Parts per billion,29.25,Parts per million,0.011375,Parts per billion,2.090909,Parts per million,0.747826
Arizona,Phoenix,,9/14/2015,1/29/2014,Parts per billion,29.277778,Parts per million,0.012625,Parts per billion,2.166667,Parts per million,0.658333
Arizona,Phoenix,,9/21/2015,1/30/2014,Parts per billion,30.208333,Parts per million,0.010833,Parts per billion,1.75,Parts per million,0.541667
Arizona,Phoenix,,9/28/2015,1/31/2014,Parts per billion,25,Parts per million,0.016667,Parts per billion,1.217391,Parts per million,0.447826
Arizona,Phoenix,,10/5/2015,2/1/2014,Parts per billion,13.5,Parts per million,0.0255,Parts per billion,0.791667,Parts per million,0.2625
Arizona,Phoenix,,10/12/2015,2/2/2014,Parts per billion,20.083333,Parts per million,0.016583,Parts per billion,0.833333,Parts per million,0.445833
Arizona,Phoenix,,10/19/2015,2/3/2014,Parts per billion,26.791667,Parts per million,0.013417,Parts per billion,1.25,Parts per million,0.55
Arizona,Phoenix,,10/26/2015,2/4/2014,Parts per billion,24.166667,Parts per million,0.020458,Parts per billion,0.833333,Parts per million,0.425
Arizona,Phoenix,,11/2/2015,2/5/2014,Parts per billion,27.708333,Parts per million,0.017,Parts per billion,1.208333,Parts per million,0.4875
Arizona,Phoenix,,11/9/2015,2/6/2014,Parts per billion,22.869565,Parts per million,0.0175,Parts per billion,1.391304,Parts per million,0.352174
Arizona,Phoenix,,11/16/2015,2/7/2014,Parts per billion,25.125,Parts per million,0.017792,Parts per billion,1.083333,Parts per million,0.541667
Arizona,Phoenix,,11/23/2015,2/8/2014,Parts per billion,24.125,Parts per million,0.019292,Parts per billion,0.875,Parts per million,0.566667
Arizona,Phoenix,,11/30/2015,2/9/2014,Parts per billion,23.125,Parts per million,0.022667,Parts per billion,1.166667,Parts per million,0.533333
Arizona,Phoenix,,12/7/2015,2/10/2014,Parts per billion,22.916667,Parts per million,0.018542,Parts per billion,1.041667,Parts per million,0.416667
Arizona,Phoenix,,12/14/2015,2/11/2014,Parts per billion,31.454545,Parts per million,0.0135,Parts per billion,2.045455,Parts per million,0.791304
Arizona,Phoenix,,12/21/2015,2/12/2014,Parts per billion,30.5,Parts per million,0.013542,Parts per billion,1.541667,Parts per million,0.679167
Arizona,Phoenix,,12/28/2015,2/13/2014,Parts per billion,31.166667,Parts per million,0.014042,Parts per billion,1.625,Parts per million,0.683333
Arizona,Phoenix,,1/4/2016,2/14/2014,Parts per billion,34.157895,Parts per million,0.015333,Parts per billion,1.782609,Parts per million,0.795652
Arizona,Phoenix,,1/11/2016,2/15/2014,Parts per billion,29.916667,Parts per million,0.019,Parts per billion,1.958333,Parts per million,0.675
Arizona,Phoenix,,1/18/2016,2/16/2014,Parts per billion,25.333333,Parts per million,0.019,Parts per billion,1.291667,Parts per million,0.516667
Arizona,Phoenix,,1/25/2016,2/17/2014,Parts per billion,29.458333,Parts per million,0.015792,Parts per billion,1.583333,Parts per million,0.691667
Arizona,Phoenix,,2/1/2016,3/1/2014,Parts per billion,7.625,Parts per million,0.025542,Parts per billion,0.291667,Parts per million,0.325
Arizona,Phoenix,,2/8/2016,3/2/2014,Parts per billion,10.916667,Parts per million,0.027292,Parts per billion,0.291667,Parts per million,0.341667
Arizona,Phoenix,,2/15/2016,3/23/2014,Parts per billion,20.666667,Parts per million,0.029167,Parts per billion,1,Parts per million,0.429167
Alabama,Birmingham,,2/22/2016,1/1/2015,Parts per billion,13.916667,Parts per million,0.014167,Parts per billion,1.483333,Parts per million,0.24
Alabama,Birmingham,,2/29/2016,3/2/2015,Parts per billion,8.975,Parts per million,0.011556,Parts per billion,0.7,Parts per million,0.233
Alabama,Birmingham,,3/7/2016,3/3/2015,Parts per billion,14.1625,Parts per million,0.00775,Parts per billion,0.877273,Parts per million,0.276818
Alabama,Birmingham,,3/14/2016,3/4/2015,Parts per billion,5.270833,Parts per million,0.018667,Parts per billion,0.244444,Parts per million,0.102727
Alabama,Birmingham,,3/21/2016,3/5/2015,Parts per billion,3.225,Parts per million,0.034167,Parts per billion,0.140909,Parts per million,0.137727
Alabama,Birmingham,,3/28/2016,3/6/2015,Parts per billion,5.9625,Parts per million,0.031458,Parts per billion,1.133333,Parts per million,0.169545
Alabama,Birmingham,,4/4/2016,3/9/2015,Parts per billion,9.84,Parts per million,0.030583,Parts per billion,0.6,Parts per million,0.207
Alabama,Birmingham,,4/11/2016,3/10/2015,Parts per billion,7.55,Parts per million,0.023333,Parts per billion,0.191667,Parts per million,0.168182
Alabama,Birmingham,,4/18/2016,3/11/2015,Parts per billion,9.508333,Parts per million,0.022125,Parts per billion,0.37,Parts per million,0.210556
Alabama,Birmingham,,4/25/2016,3/12/2015,Parts per billion,7.695833,Parts per million,0.019375,Parts per billion,1.052632,Parts per million,0.176818
Alabama,Birmingham,,5/2/2016,3/13/2015,Parts per billion,5.604167,Parts per million,0.028625,Parts per billion,2.377273,Parts per million,0.145
Alabama,Birmingham,,5/9/2016,3/14/2015,Parts per billion,6.766667,Parts per million,0.017125,Parts per billion,0.318182,Parts per million,0.195455
Alabama,Birmingham,,5/16/2016,3/15/2015,Parts per billion,8.691667,Parts per million,0.021375,Parts per billion,0.963636,Parts per million,0.253636
Alabama,Birmingham,,5/23/2016,3/16/2015,Parts per billion,17.233333,Parts per million,0.021292,Parts per billion,5.416667,Parts per million,0.3535
Alabama,Birmingham,,5/30/2016,3/17/2015,Parts per billion,9.854167,Parts per million,0.033125,Parts per billion,0.659091,Parts per million,0.282727
Alabama,Birmingham,,6/6/2016,3/18/2015,Parts per billion,7.329167,Parts per million,0.037,Parts per billion,3.775,Parts per million,0.178182
Alabama,Birmingham,,6/13/2016,3/19/2015,Parts per billion,11.708333,Parts per million,0.019042,Parts per billion,0.627273,Parts per million,0.258182
Alabama,Birmingham,,6/20/2016,3/20/2015,Parts per billion,9.5375,Parts per million,0.014625,Parts per billion,0.609091,Parts per million,0.198182
Alabama,Birmingham,,6/27/2016,3/21/2015,Parts per billion,5.2,Parts per million,0.026875,Parts per billion,3.154545,Parts per million,0.170455
Alabama,Birmingham,,7/4/2016,3/22/2015,Parts per billion,7.308333,Parts per million,0.034458,Parts per billion,0.704545,Parts per million,0.136364
Alabama,Birmingham,,7/11/2016,3/23/2015,Parts per billion,9.695455,Parts per million,0.025875,Parts per billion,1.175,Parts per million,0.2395
Alabama,Birmingham,,7/18/2016,3/24/2015,Parts per billion,10.070833,Parts per million,0.024292,Parts per billion,2.277273,Parts per million,0.263529
Alabama,Birmingham,,7/25/2016,3/25/2015,Parts per billion,7.122727,Parts per million,0.03325,Parts per billion,0.522727,Parts per million,0.17
Alabama,Birmingham,,8/1/2016,3/26/2015,Parts per billion,5.7375,Parts per million,0.031917,Parts per billion,0.322727,Parts per million,0.162727
Alabama,Birmingham,,8/8/2016,3/27/2015,Parts per billion,3.0125,Parts per million,0.032792,Parts per billion,0.477273,Parts per million,0.140909
Alabama,Birmingham,,8/15/2016,3/28/2015,Parts per billion,3.295833,Parts per million,0.033458,Parts per billion,0.540909,Parts per million,0.143182
Alabama,Birmingham,,8/22/2016,3/29/2015,Parts per billion,8.391667,Parts per million,0.038708,Parts per billion,2.477273,Parts per million,0.172727
Alabama,Birmingham,,8/29/2016,3/30/2015,Parts per billion,9.266667,Parts per million,0.027083,Parts per billion,0.755,Parts per million,0.2515
Alabama,Birmingham,,9/5/2016,3/31/2015,Parts per billion,16.354167,Parts per million,0.023167,Parts per billion,2.15,Parts per million,0.403636
Alabama,Birmingham,,9/12/2016,4/1/2015,Parts per billion,13.929167,Parts per million,0.03075,Parts per billion,0.294444,Parts per million,0.265909
Alabama,Birmingham,,9/19/2016,4/2/2015,Parts per billion,11.816667,Parts per million,0.028083,Parts per billion,0.254545,Parts per million,0.185455
Alabama,Birmingham,,9/26/2016,4/3/2015,Parts per billion,4.7625,Parts per million,0.035208,Parts per billion,0.171429,Parts per million,0.167727
Alabama,Birmingham,,10/3/2016,4/4/2015,Parts per billion,2.9,Parts per million,0.030708,Parts per billion,0.204545,Parts per million,0.150909
Alabama,Birmingham,,10/10/2016,4/5/2015,Parts per billion,7.5875,Parts per million,0.037833,Parts per billion,0.840909,Parts per million,0.169091
Alabama,Birmingham,,10/17/2016,4/6/2015,Parts per billion,10.718182,Parts per million,0.022667,Parts per billion,0.38,Parts per million,0.2085
Alabama,Birmingham,,10/24/2016,4/7/2015,Parts per billion,9.575,Parts per million,0.016,Parts per billion,0.240909,Parts per million,0.295556
Alabama,Birmingham,,10/31/2016,4/8/2015,Parts per billion,10.7625,Parts per million,0.018292,Parts per billion,0.690909,Parts per million,0.305
Alabama,Birmingham,,11/7/2016,4/9/2015,Parts per billion,5.8375,Parts per million,0.027458,Parts per billion,0.240909,Parts per million,0.16
Alabama,Birmingham,,11/14/2016,4/10/2015,Parts per billion,4.125,Parts per million,0.022833,Parts per billion,0.1,Parts per million,0.158182
Alabama,Birmingham,,11/21/2016,4/11/2015,Parts per billion,7.7375,Parts per million,0.029083,Parts per billion,3.077273,Parts per million,0.214545
Alabama,Birmingham,,11/28/2016,4/12/2015,Parts per billion,9.733333,Parts per million,0.0255,Parts per billion,3.177273,Parts per million,0.227273
